CustomerID,Gender,Age ,Annual Income (k$),Spending Score (1-100)
3056,Male ,47,88,8
3057,Female ,63,48,88
3058,Male ,58,31,42
3059,Female ,22,50,43
3060,Male ,51,110,49
3061,Male ,48,61,82
3062,Female ,83,103,77
3063,Female ,77,71,34
3064,Male ,38,31,10
3065,Female ,42,121,56
3066,Male ,70,47,58
3067,Male ,24,88,47
3068,Male ,25,52,48
3069,Female ,40,20,57
3070,Female ,64,84,22
3071,Male ,84,145,38
3072,Male ,90,54,42
3073,Female ,59,105,90
3074,Female ,37,33,54
3075,Male ,79,70,16
3076,Male ,74,150,54
3077,Female ,86,98,12
3078,Female ,51,129,10
3079,Female ,65,117,65
3080,Female ,91,131,4
3081,Male ,77,91,88
3082,Male ,52,102,24
3083,Female ,47,46,75
3084,Male ,51,30,21
3085,Male ,85,106,60
3086,Female ,59,57,8
3087,Female ,36,90,76
3088,Female ,34,59,80
3089,Female ,32,47,97
3090,Male ,23,89,51
3091,Female ,44,36,32
3092,Female ,89,84,31
3093,Female ,29,141,8
3094,Female ,95,71,90
3095,Female ,41,112,41
3096,Female ,29,38,82
3097,Male ,80,26,59
3098,Female ,83,51,40
3099,Female ,49,34,25
3100,Male ,59,141,26
3101,Female ,95,34,44
3102,Male ,77,63,43
3103,Male ,62,32,74
3104,Male ,69,116,88
3105,Male ,33,50,27
3106,Male ,57,80,45
3107,Male ,47,119,63
3108,Male ,52,53,99
3109,Female ,25,80,29
3110,Female ,42,65,30
3111,Male ,22,65,17
3112,Female ,78,74,12
3113,Female ,23,120,81
3114,Female ,95,89,73
3115,Male ,27,55,9
3116,Female ,89,105,82
3117,Female ,35,46,86
3118,Female ,44,38,43
3119,Male ,23,120,20
3120,Female ,81,29,77
3121,Male ,45,56,7
3122,Female ,53,114,70
3123,Male ,42,20,42
3124,Female ,69,123,31
3125,Female ,63,120,85
3126,Female ,94,23,51
3127,Female ,80,90,8
3128,Male ,72,114,98
3129,Male ,64,147,100
3130,Male ,55,126,83
3131,Female ,30,98,61
3132,Female ,94,129,11
3133,Male ,73,38,91
3134,Female ,59,74,81
3135,Male ,64,16,73
3136,Female ,43,84,100
3137,Male ,26,32,39
3138,Male ,39,42,42
3139,Female ,78,73,57
3140,Male ,75,24,100
3141,Male ,42,76,47
3142,Female ,22,30,47
3143,Male ,79,122,21
3144,Male ,96,141,71
3145,Male ,65,51,23
3146,Male ,52,129,87
3147,Female ,46,122,49
3148,Male ,59,21,21
3149,Female ,78,123,10
3150,Female ,78,97,2
3151,Male ,57,59,80
3152,Male ,26,22,79
3153,Male ,31,69,68
3154,Female ,48,144,52
3155,Female ,42,37,55
3156,Male ,75,85,6
3157,Female ,59,97,50
3158,Female ,38,143,53
3159,Female ,91,119,74
3160,Female ,22,65,6
3161,Female ,43,134,33
3162,Male ,80,41,25
3163,Female ,32,27,4
3164,Female ,48,149,66
3165,Female ,31,28,85
3166,Female ,62,62,34
3167,Female ,61,113,40
3168,Female ,50,122,81
3169,Female ,51,139,95
3170,Male ,34,131,14
3171,Male ,45,118,38
3172,Male ,36,71,91
3173,Female ,81,51,7
3174,Male ,41,35,72
3175,Female ,26,127,40
3176,Female ,40,115,97
3177,Female ,21,115,83
3178,Female ,25,98,97
3179,Male ,95,17,66
3180,Female ,77,63,24
3181,Female ,72,96,77
3182,Male ,67,147,7
3183,Female ,96,45,55
3184,Female ,27,62,87
3185,Female ,70,77,7
3186,Female ,47,137,9
3187,Female ,88,83,97
3188,Female ,72,45,33
3189,Male ,36,98,15
3190,Male ,30,112,34
3191,Male ,35,111,70
3192,Male ,58,115,98
3193,Male ,61,77,12
3194,Female ,97,122,56
3195,Female ,38,71,65
3196,Male ,75,77,38
3197,Female ,39,132,57
3198,Male ,100,138,5
3199,Female ,88,145,13
3200,Female ,28,150,30
3201,Female ,63,21,77
3202,Female ,44,45,76
3203,Female ,86,81,86
3204,Female ,94,37,47
3205,Male ,93,120,86
3206,Male ,76,74,82
3207,Female ,75,121,68
3208,Male ,34,129,92
3209,Male ,24,107,68
3210,Female ,24,89,4
3211,Female ,73,30,44
3212,Male ,31,107,61
3213,Male ,47,121,5
3214,Male ,68,84,18
3215,Male ,33,125,88
3216,Female ,59,45,27
3217,Male ,51,30,94
3218,Female ,34,119,92
3219,Female ,81,104,42
3220,Male ,86,111,81
3221,Female ,31,82,22
3222,Female ,22,99,90
3223,Female ,40,149,45
3224,Female ,85,21,21
3225,Male ,48,127,48
3226,Female ,79,32,21
3227,Male ,27,17,88
3228,Female ,69,102,66
3229,Female ,62,48,85
3230,Female ,37,79,18
3231,Male ,74,137,59
3232,Female ,51,76,22
3233,Female ,88,121,53
3234,Male ,72,110,94
3235,Male ,68,122,69
3236,Female ,45,30,100
3237,Male ,21,82,33
3238,Male ,84,83,78
3239,Male ,30,111,71
3240,Male ,32,68,30
3241,Male ,50,42,6
3242,Female ,57,38,63
3243,Male ,80,118,50
3244,Female ,22,108,58
3245,Male ,75,111,16
3246,Male ,39,57,62
3247,Male ,78,18,75
3248,Female ,75,58,5
3249,Male ,62,142,23
3250,Male ,50,139,64
3251,Male ,78,126,42
3252,Female ,97,125,25
3253,Female ,85,107,30
3254,Female ,50,62,29
3255,Male ,54,43,55
3256,Female ,33,98,54
3257,Male ,39,32,52
3258,Male ,21,53,35
3259,Male ,54,69,2
3260,Male ,59,131,35
3261,Male ,83,101,37
3262,Male ,84,16,3
3263,Female ,39,35,91
3264,Male ,47,79,19
3265,Female ,42,93,12
3266,Female ,95,115,5
3267,Female ,93,66,73
3268,Male ,48,96,48
3269,Female ,21,80,52
3270,Female ,25,84,97
3271,Male ,49,136,83
3272,Male ,55,54,71
3273,Male ,77,150,53
3274,Female ,38,98,19
3275,Male ,51,134,64
3276,Male ,70,144,18
3277,Female ,38,112,50
3278,Female ,40,19,88
3279,Female ,70,49,83
3280,Female ,92,65,46
3281,Male ,82,96,57
3282,Female ,45,97,59
3283,Male ,73,100,6
3284,Female ,77,143,95
3285,Female ,80,18,80
3286,Female ,33,34,34
3287,Female ,34,82,5
3288,Female ,71,28,88
3289,Female ,46,94,14
3290,Female ,71,51,19
3291,Female ,40,108,84
3292,Male ,43,137,89
3293,Male ,20,71,79
3294,Female ,41,128,92
3295,Female ,38,105,58
3296,Male ,67,97,74
3297,Male ,38,65,87
3298,Male ,58,131,45
3299,Female ,55,128,71
3300,Male ,29,74,10
3301,Male ,70,120,76
3302,Female ,49,77,43
3303,Male ,89,105,18
3304,Male ,57,23,76
3305,Female ,76,145,21
3306,Male ,39,140,16
3307,Female ,55,142,67
3308,Female ,66,27,90
3309,Male ,28,44,7
3310,Male ,63,51,77
3311,Male ,24,50,45
3312,Male ,28,115,65
3313,Male ,89,53,76
3314,Female ,98,94,70
3315,Male ,57,93,36
3316,Male ,24,35,5
3317,Male ,57,84,9
3318,Female ,70,30,32
3319,Female ,24,129,90
3320,Female ,29,49,65
3321,Male ,88,134,42
3322,Male ,56,127,100
3323,Female ,63,93,11
3324,Female ,54,149,71
3325,Female ,77,136,20
3326,Female ,20,34,45
3327,Male ,34,147,83
3328,Male ,66,87,38
3329,Female ,84,135,22
3330,Female ,70,15,42
3331,Male ,73,94,60
3332,Male ,37,150,90
3333,Female ,82,117,69
3334,Female ,58,33,72
3335,Female ,83,141,94
3336,Male ,98,128,1
3337,Female ,63,120,82
3338,Female ,72,60,9
3339,Male ,90,105,95
3340,Female ,61,79,69
3341,Male ,32,79,83
3342,Male ,93,130,46
3343,Female ,97,46,64
3344,Female ,63,123,49
3345,Male ,69,28,8
3346,Male ,33,38,96
3347,Male ,71,52,88
3348,Female ,30,47,28
3349,Male ,55,126,38
3350,Male ,84,52,46
3351,Male ,89,53,17
3352,Female ,75,104,77
3353,Male ,65,27,94
3354,Male ,100,95,20
3355,Male ,76,140,17
3356,Female ,22,116,4
3357,Female ,50,70,55
3358,Female ,56,117,53
3359,Female ,42,50,33
3360,Male ,88,34,67
3361,Male ,84,126,81
3362,Male ,62,121,32
3363,Male ,63,124,32
3364,Female ,27,126,25
3365,Female ,55,37,8
3366,Male ,22,69,90
3367,Female ,99,49,39
3368,Male ,76,127,18
3369,Female ,75,112,85
3370,Male ,47,98,96
3371,Male ,74,135,90
3372,Male ,63,132,82
3373,Male ,91,129,17
3374,Male ,81,114,19
3375,Male ,25,77,14
3376,Male ,75,79,71
3377,Female ,31,112,66
3378,Male ,68,57,44
3379,Female ,73,54,47
3380,Female ,21,64,68
3381,Male ,28,66,79
3382,Male ,75,144,91
3383,Female ,35,149,25
3384,Female ,27,19,76
3385,Male ,72,82,15
3386,Female ,82,28,46
3387,Female ,53,77,97
3388,Female ,50,110,30
3389,Female ,59,114,78
3390,Male ,24,127,99
3391,Female ,66,115,18
3392,Male ,23,19,84
3393,Male ,93,128,34
3394,Male ,50,119,12
3395,Male ,21,127,50
3396,Female ,65,74,84
3397,Male ,98,130,36
3398,Male ,72,19,12
3399,Male ,27,147,47
3400,Male ,22,32,36
3401,Male ,86,138,23
3402,Female ,30,136,39
3403,Male ,49,106,32
3404,Male ,20,85,71
3405,Female ,60,142,85
3406,Male ,43,69,96
3407,Female ,50,139,58
3408,Female ,100,96,54
3409,Male ,50,101,44
3410,Female ,27,37,24
3411,Male ,36,67,3
3412,Female ,71,73,18
3413,Female ,21,64,43
3414,Female ,32,47,98
3415,Male ,21,124,81
3416,Male ,33,138,66
3417,Female ,59,20,51
3418,Male ,89,117,90
3419,Female ,100,91,54
3420,Male ,24,16,83
3421,Female ,34,127,65
3422,Male ,96,136,31
3423,Female ,60,66,96
3424,Female ,66,133,8
3425,Female ,62,69,11
3426,Male ,81,109,9
3427,Female ,80,149,81
3428,Male ,63,105,72
3429,Female ,30,57,65
3430,Female ,66,39,70
3431,Male ,46,104,24
3432,Female ,90,49,90
3433,Female ,85,64,33
3434,Male ,21,117,13
3435,Male ,41,104,49
3436,Male ,60,75,51
3437,Female ,94,138,80
3438,Male ,65,49,73
3439,Female ,65,60,6
3440,Male ,81,21,34
3441,Male ,22,128,9
3442,Male ,37,146,51
3443,Female ,63,103,31
3444,Female ,67,103,13
3445,Female ,64,34,99
3446,Female ,82,139,55
3447,Male ,59,89,50
3448,Female ,72,24,61
3449,Male ,70,53,51
3450,Female ,100,29,75
3451,Female ,68,106,49
3452,Male ,64,94,89
3453,Female ,48,18,50
3454,Female ,34,96,4
3455,Female ,60,120,81
3456,Female ,91,41,97
3457,Female ,60,105,68
3458,Male ,36,52,43
3459,Female ,45,134,34
3460,Male ,60,143,9
3461,Female ,37,149,17
3462,Female ,51,25,42
3463,Female ,70,142,7
3464,Male ,76,135,41
3465,Female ,80,73,3
3466,Male ,79,94,20
3467,Female ,100,52,55
3468,Male ,39,50,21
3469,Male ,93,57,13
3470,Male ,85,137,42
3471,Female ,82,57,65
3472,Male ,64,55,16
3473,Female ,55,69,60
3474,Female ,82,28,100
3475,Female ,78,133,87
3476,Male ,61,74,13
3477,Female ,89,94,73
3478,Female ,72,100,36
3479,Female ,65,38,71
3480,Male ,38,40,17
3481,Male ,67,143,7
3482,Male ,35,18,8
3483,Male ,29,42,65
3484,Female ,96,136,87
3485,Female ,24,90,24
3486,Female ,46,31,97
3487,Female ,33,69,40
3488,Male ,47,124,90
3489,Male ,37,85,25
3490,Male ,96,39,84
3491,Female ,71,99,80
3492,Male ,91,25,51
3493,Male ,69,148,98
3494,Male ,53,46,42
3495,Female ,66,139,98
3496,Female ,84,146,45
3497,Female ,85,127,36
3498,Male ,72,103,18
3499,Male ,85,59,12
3500,Female ,32,38,49
3501,Male ,26,120,19
3502,Male ,56,142,83
3503,Female ,98,55,84
3504,Male ,86,147,55
3505,Male ,48,47,1
3506,Female ,81,102,84
3507,Female ,38,90,42
3508,Male ,34,119,34
3509,Female ,95,59,74
3510,Male ,54,111,4
3511,Male ,88,37,78
3512,Male ,52,66,47
3513,Female ,74,54,7
3514,Female ,28,43,58
3515,Female ,98,107,62
3516,Male ,30,102,94
3517,Male ,37,133,31
3518,Male ,37,100,35
3519,Female ,44,128,99
3520,Female ,29,128,95
3521,Female ,71,57,67
3522,Female ,73,50,81
3523,Female ,25,82,28
3524,Female ,97,146,31
3525,Female ,38,133,76
3526,Female ,41,22,77
3527,Male ,44,131,73
3528,Male ,26,129,67
3529,Female ,26,115,85
3530,Female ,40,97,72
3531,Male ,69,61,51
3532,Male ,55,16,45
3533,Male ,74,102,70
3534,Male ,29,132,7
3535,Male ,84,92,87
3536,Female ,50,48,87
3537,Male ,30,56,100
3538,Female ,20,25,4
3539,Male ,96,64,18
3540,Male ,52,51,77
3541,Male ,56,35,90
3542,Male ,58,83,97
3543,Female ,48,89,14
3544,Male ,45,70,24
3545,Male ,79,18,77
3546,Male ,43,147,92
3547,Male ,23,54,36
3548,Male ,65,78,80
3549,Male ,71,84,78
3550,Female ,20,23,11
3551,Female ,33,25,93
3552,Female ,60,29,52
3553,Female ,70,97,29
3554,Male ,86,126,12
3555,Male ,27,64,25
3556,Female ,62,102,76
3557,Female ,40,132,96
3558,Male ,92,127,74
3559,Male ,52,101,48
3560,Male ,84,123,24
3561,Female ,60,36,50
3562,Male ,64,72,70
3563,Female ,53,53,54
3564,Male ,40,28,59
3565,Male ,72,150,31
3566,Female ,39,135,15
3567,Female ,69,45,58
3568,Male ,70,123,50
3569,Female ,53,91,2
3570,Female ,81,143,1
3571,Male ,41,145,100
3572,Female ,52,47,55
3573,Female ,89,131,13
3574,Female ,41,48,47
3575,Male ,63,58,89
3576,Female ,87,33,34
3577,Male ,55,23,37
3578,Female ,32,73,15
3579,Male ,41,90,75
3580,Female ,59,38,50
3581,Female ,67,49,20
3582,Female ,75,27,3
3583,Female ,32,149,83
3584,Female ,49,122,76
3585,Male ,94,90,81
3586,Male ,30,47,15
3587,Male ,85,135,64
3588,Female ,28,119,48
3589,Female ,64,136,19
3590,Female ,57,146,22
3591,Male ,92,97,88
3592,Female ,86,119,1
3593,Male ,32,130,80
3594,Male ,50,88,34
3595,Male ,67,60,54
3596,Female ,44,40,40
3597,Male ,53,104,18
3598,Female ,41,54,17
3599,Male ,75,104,23
3600,Male ,69,103,95
3601,Male ,33,55,31
3602,Male ,67,38,23
3603,Male ,64,117,51
3604,Male ,53,122,49
3605,Female ,81,70,91
3606,Female ,45,30,87
3607,Female ,73,33,99
3608,Male ,64,85,28
3609,Female ,28,75,90
3610,Male ,34,101,74
3611,Male ,25,43,67
3612,Female ,69,35,6
3613,Female ,82,80,87
3614,Female ,58,142,45
3615,Male ,63,95,15
3616,Male ,28,22,85
3617,Male ,89,139,28
3618,Female ,61,71,79
3619,Male ,67,150,92
3620,Male ,93,84,2
3621,Male ,90,94,79
3622,Female ,80,141,46
3623,Female ,50,130,78
3624,Male ,86,71,30
3625,Male ,81,127,82
3626,Male ,86,102,43
3627,Male ,39,84,90
3628,Male ,78,124,26
3629,Male ,97,138,8
3630,Female ,60,85,37
3631,Female ,99,146,86
3632,Male ,61,145,1
3633,Male ,85,78,67
3634,Male ,90,24,73
3635,Female ,37,120,42
3636,Female ,42,85,81
3637,Male ,86,106,52
3638,Male ,28,49,11
3639,Male ,53,43,81
3640,Female ,86,21,33
3641,Female ,100,79,8
3642,Female ,51,146,24
3643,Female ,43,100,35
3644,Male ,34,26,8
3645,Male ,53,53,93
3646,Male ,80,25,1
3647,Male ,24,142,17
3648,Male ,52,146,14
3649,Male ,52,145,73
3650,Female ,74,138,21
3651,Female ,25,131,53
3652,Male ,58,102,70
3653,Female ,86,53,55
3654,Female ,53,16,25
3655,Female ,83,74,39
3656,Male ,82,116,71
3657,Female ,53,24,64
3658,Female ,55,45,85
3659,Female ,40,58,8
3660,Male ,43,55,25
3661,Female ,86,102,10
3662,Male ,82,33,51
3663,Male ,63,69,50
3664,Male ,26,140,2
3665,Male ,31,87,6
3666,Female ,85,113,41
3667,Female ,94,118,79
3668,Male ,30,54,87
3669,Male ,31,71,33
3670,Male ,49,87,53
3671,Female ,21,102,52
3672,Female ,38,136,56
3673,Female ,38,52,8
3674,Male ,27,70,9
3675,Male ,38,67,42
3676,Male ,81,71,60
3677,Female ,25,79,90
3678,Male ,48,80,48
3679,Male ,85,54,44
3680,Male ,96,60,82
3681,Female ,81,86,62
3682,Male ,43,112,65
3683,Female ,97,33,13
3684,Female ,66,118,61
3685,Female ,37,139,99
3686,Female ,39,108,27
3687,Female ,52,115,87
3688,Female ,25,150,10
3689,Female ,75,50,13
3690,Male ,42,83,70
3691,Male ,71,75,37
3692,Male ,74,52,9
3693,Female ,87,69,63
3694,Female ,47,139,94
3695,Female ,85,139,76
3696,Male ,68,48,15
3697,Male ,32,31,49
3698,Female ,79,41,85
3699,Male ,83,80,17
3700,Male ,37,91,19
3701,Female ,97,28,49
3702,Male ,26,67,16
3703,Female ,41,114,98
3704,Male ,55,25,11
3705,Male ,68,104,59
3706,Female ,100,131,16
3707,Female ,46,140,68
3708,Female ,42,76,13
3709,Female ,69,47,71
3710,Male ,52,82,66
3711,Female ,34,65,69
3712,Female ,50,78,21
3713,Male ,65,81,47
3714,Male ,99,147,44
3715,Male ,51,135,79
3716,Male ,54,95,38
3717,Male ,62,122,19
3718,Male ,54,81,8
3719,Male ,47,122,72
3720,Female ,33,57,63
3721,Male ,43,65,60
3722,Male ,65,142,73
3723,Female ,80,43,68
3724,Female ,100,96,41
3725,Male ,27,93,3
3726,Female ,25,137,11
3727,Male ,86,113,71
3728,Female ,37,39,17
3729,Female ,34,54,31
3730,Female ,23,94,96
3731,Female ,24,128,18
3732,Female ,91,131,46
3733,Male ,27,65,36
3734,Female ,25,99,25
3735,Female ,48,73,92
3736,Female ,94,58,23
3737,Male ,69,126,4
3738,Male ,100,21,80
3739,Female ,21,46,48
3740,Female ,63,98,25
3741,Female ,90,16,19
3742,Male ,56,82,100
3743,Male ,21,130,31
3744,Female ,39,140,87
3745,Male ,24,94,29
3746,Female ,56,92,87
3747,Male ,88,60,86
3748,Female ,34,27,4
3749,Female ,61,102,65
3750,Female ,94,78,28
3751,Female ,39,89,21
3752,Male ,82,113,29
3753,Male ,55,135,8
3754,Female ,47,85,5
3755,Male ,21,123,89
3756,Female ,29,117,14
3757,Female ,35,24,59
3758,Female ,83,82,14
3759,Female ,20,101,5
3760,Female ,20,103,36
3761,Female ,66,40,51
3762,Female ,99,27,47
3763,Male ,58,106,49
3764,Female ,69,132,67
3765,Male ,93,37,23
3766,Male ,34,88,99
3767,Male ,65,134,40
3768,Female ,87,112,46
3769,Female ,74,54,12
3770,Female ,31,111,94
3771,Female ,68,57,11
3772,Male ,92,77,41
3773,Male ,48,52,50
3774,Male ,96,82,25
3775,Male ,65,31,2
3776,Male ,50,68,86
3777,Male ,42,23,20
3778,Female ,62,118,24
3779,Male ,97,142,34
3780,Male ,32,19,41
3781,Male ,56,83,6
3782,Female ,32,143,48
3783,Female ,64,85,31
3784,Male ,82,89,71
3785,Male ,89,133,62
3786,Male ,42,99,90
3787,Male ,42,47,85
3788,Female ,67,81,18
3789,Male ,56,92,83
3790,Male ,20,31,64
3791,Male ,79,70,81
3792,Male ,68,53,89
3793,Female ,38,119,68
3794,Male ,26,51,90
3795,Male ,26,125,32
3796,Male ,44,77,82
3797,Female ,22,128,47
3798,Male ,56,88,57
3799,Female ,82,127,35
3800,Male ,77,29,54
3801,Female ,48,87,51
3802,Male ,79,41,15
3803,Female ,23,97,44
3804,Male ,50,92,95
3805,Male ,75,63,96
3806,Female ,94,52,52
3807,Female ,100,100,8
3808,Female ,70,50,7
3809,Female ,71,93,61
3810,Male ,79,121,91
3811,Female ,35,138,15
3812,Male ,81,141,88
3813,Male ,97,133,39
3814,Female ,58,75,2
3815,Male ,27,51,68
3816,Male ,57,58,70
3817,Male ,64,145,46
3818,Female ,41,39,1
3819,Male ,91,78,67
3820,Male ,82,73,51
3821,Female ,99,61,28
3822,Male ,22,53,5
3823,Male ,26,25,90
3824,Female ,31,18,52
3825,Female ,83,97,68
3826,Male ,67,87,75
3827,Male ,73,67,67
3828,Female ,46,95,90
3829,Male ,51,77,49
3830,Female ,84,136,60
3831,Male ,52,150,6
3832,Female ,78,73,83
3833,Male ,97,123,8
3834,Male ,42,90,72
3835,Female ,63,108,5
3836,Female ,77,67,27
3837,Female ,41,114,54
3838,Female ,52,87,57
3839,Female ,68,17,2
3840,Male ,71,45,17
3841,Male ,20,18,43
3842,Male ,48,43,92
3843,Female ,100,135,53
3844,Male ,96,39,74
3845,Male ,61,84,18
3846,Female ,74,103,36
3847,Male ,99,82,31
3848,Female ,37,83,42
3849,Male ,78,84,16
3850,Male ,32,92,59
3851,Male ,79,91,18
3852,Male ,30,150,46
3853,Male ,22,103,88
3854,Male ,87,121,31
3855,Male ,35,20,74
3856,Female ,77,64,1
3857,Female ,72,140,64
3858,Male ,40,92,44
3859,Male ,21,84,77
3860,Female ,96,25,80
3861,Male ,84,81,60
3862,Female ,97,16,62
3863,Male ,73,132,82
3864,Male ,46,78,39
3865,Female ,33,97,59
3866,Female ,92,136,54
3867,Female ,46,79,77
3868,Female ,93,71,21
3869,Male ,49,20,15
3870,Male ,83,81,25
3871,Male ,72,59,85
3872,Male ,82,28,72
3873,Female ,59,117,1
3874,Male ,86,44,33
3875,Female ,47,143,78
3876,Female ,48,118,60
3877,Male ,54,119,90
3878,Male ,81,143,44
3879,Male ,96,98,32
3880,Male ,62,61,63
3881,Female ,74,36,97
3882,Female ,40,142,5
3883,Male ,22,75,51
3884,Female ,20,81,44
3885,Female ,54,64,76
3886,Female ,55,98,66
3887,Female ,56,41,53
3888,Male ,61,121,37
3889,Male ,78,106,31
3890,Female ,95,74,82
3891,Male ,40,105,89
3892,Female ,55,85,44
3893,Female ,100,46,40
3894,Female ,77,62,95
3895,Male ,73,17,4
3896,Female ,57,74,9
3897,Male ,88,77,17
3898,Male ,39,71,29
3899,Female ,93,147,82
3900,Female ,94,130,36
3901,Female ,51,79,72
3902,Female ,80,26,90
3903,Male ,66,124,73
3904,Female ,53,138,17
3905,Female ,97,104,52
3906,Female ,97,122,87
3907,Male ,25,41,78
3908,Female ,99,71,81
3909,Male ,79,30,6
3910,Male ,83,112,70
3911,Male ,82,21,52
3912,Male ,75,26,53
3913,Male ,66,22,95
3914,Female ,25,140,3
3915,Female ,70,116,80
3916,Male ,66,148,47
3917,Male ,89,21,58
3918,Male ,40,112,5
3919,Female ,70,35,93
3920,Male ,30,50,44
3921,Male ,69,110,79
3922,Female ,46,30,56
3923,Male ,73,131,56
3924,Female ,64,80,80
3925,Female ,34,103,58
3926,Male ,79,54,48
3927,Male ,57,62,46
3928,Female ,74,132,83
3929,Male ,63,81,53
3930,Male ,92,119,73
3931,Female ,37,50,67
3932,Female ,96,101,6
3933,Female ,74,90,64
3934,Male ,32,149,25
3935,Male ,90,80,49
3936,Female ,52,21,92
3937,Male ,51,59,60
3938,Male ,33,98,48
3939,Female ,44,117,1
3940,Male ,100,100,15
3941,Male ,60,22,36
3942,Male ,81,15,30
3943,Male ,43,148,4
3944,Female ,52,72,60
3945,Male ,22,141,95
3946,Male ,82,103,77
3947,Male ,54,119,34
3948,Male ,42,81,99
3949,Male ,58,68,44
3950,Female ,83,39,91
3951,Male ,76,92,4
3952,Male ,22,42,12
3953,Male ,67,96,16
3954,Male ,21,135,39
3955,Female ,84,130,16
3956,Male ,26,141,85
3957,Male ,82,146,93
3958,Male ,34,118,96
3959,Female ,71,136,74
3960,Male ,44,72,82
3961,Male ,24,29,17
3962,Female ,90,60,82
3963,Female ,46,45,87
3964,Female ,71,54,81
3965,Male ,98,130,38
3966,Female ,57,72,12
3967,Female ,67,123,53
3968,Male ,82,106,98
3969,Male ,51,142,75
3970,Male ,79,122,97
3971,Female ,55,24,18
3972,Female ,66,80,6
3973,Female ,45,40,47
3974,Female ,69,126,79
3975,Female ,65,143,72
3976,Male ,72,58,20
3977,Male ,77,25,94
3978,Male ,66,148,79
3979,Male ,40,20,22
3980,Female ,65,38,8
3981,Female ,74,32,6
3982,Female ,83,43,77
3983,Female ,84,141,33
3984,Female ,38,44,96
3985,Female ,86,62,98
3986,Female ,62,18,63
3987,Male ,30,40,72
3988,Female ,29,116,100
3989,Male ,75,91,13
3990,Male ,50,106,74
3991,Female ,90,108,69
3992,Male ,26,147,2
3993,Female ,53,130,92
3994,Female ,98,140,3
3995,Female ,50,93,90
3996,Male ,27,43,14
3997,Female ,25,135,69
3998,Female ,81,33,14
3999,Male ,46,144,14
4000,Male ,37,43,83
4001,Female ,30,62,79
4002,Male ,57,71,31
4003,Male ,63,34,32
4004,Male ,75,60,89
4005,Female ,82,32,43
4006,Female ,43,100,50
4007,Female ,30,94,70
4008,Male ,44,62,27
4009,Male ,84,69,97
4010,Male ,51,115,74
4011,Female ,33,92,53
4012,Male ,92,117,75
4013,Female ,31,87,36
4014,Female ,97,116,12
4015,Male ,89,120,19
4016,Male ,44,118,86
4017,Male ,42,89,74
4018,Male ,69,93,11
4019,Male ,34,54,98
4020,Male ,33,79,24
4021,Female ,20,130,88
4022,Female ,48,87,53
4023,Female ,75,129,50
4024,Male ,93,132,72
4025,Male ,41,78,67
4026,Male ,85,74,66
4027,Female ,92,43,69
4028,Female ,78,94,49
4029,Female ,60,119,51
4030,Female ,47,57,18
4031,Female ,30,15,21
4032,Male ,93,103,80
4033,Male ,80,87,4
4034,Male ,81,125,91
4035,Male ,68,134,81
4036,Male ,62,111,82
4037,Female ,53,32,68
4038,Male ,37,111,88
4039,Female ,69,93,25
4040,Female ,35,80,68
4041,Female ,32,149,37
4042,Female ,82,47,75
4043,Male ,44,83,15
4044,Male ,76,60,66
4045,Male ,33,45,80
4046,Male ,92,74,97
4047,Male ,20,46,53
4048,Female ,50,88,40
4049,Male ,43,40,35
4050,Male ,51,136,6
4051,Female ,63,146,18
4052,Female ,54,46,53
4053,Male ,55,116,71
4054,Female ,51,17,89
4055,Male ,25,77,65
4056,Male ,25,121,31
4057,Female ,22,121,65
4058,Female ,26,23,1
4059,Female ,96,145,89
4060,Female ,78,127,18
4061,Male ,93,149,82
4062,Male ,31,76,2
4063,Female ,37,123,41
4064,Male ,35,134,91
4065,Female ,42,131,88
4066,Female ,31,31,57
4067,Female ,51,38,80
4068,Female ,37,95,43
4069,Male ,44,115,57
4070,Male ,54,109,28
4071,Male ,43,18,91
4072,Female ,73,101,34
4073,Female ,69,19,60
4074,Male ,72,17,87
4075,Female ,37,118,78
4076,Female ,37,28,60
4077,Male ,21,150,29
4078,Male ,91,31,16
4079,Male ,57,76,72
4080,Female ,58,113,53
4081,Male ,83,138,97
4082,Female ,37,16,3
4083,Female ,44,117,56
4084,Male ,39,127,36
4085,Female ,100,35,4
4086,Male ,63,28,14
4087,Female ,56,37,86
4088,Male ,26,138,17
4089,Male ,25,68,66
4090,Female ,53,125,70
4091,Female ,30,65,28
4092,Male ,93,149,93
4093,Female ,43,120,97
4094,Female ,56,54,88
4095,Male ,53,129,92
4096,Male ,77,30,41
4097,Female ,32,65,62
4098,Male ,36,119,92
4099,Male ,55,37,80
4100,Female ,34,122,3
4101,Female ,74,130,4
4102,Male ,89,70,45
4103,Female ,29,144,53
4104,Female ,44,51,61
4105,Male ,20,119,1
4106,Male ,62,142,47
4107,Male ,59,28,12
4108,Female ,62,127,69
4109,Female ,60,129,74
4110,Male ,61,50,22
4111,Male ,47,76,66
4112,Female ,100,32,89
4113,Female ,90,89,14
4114,Female ,59,40,70
4115,Male ,69,46,62
4116,Male ,71,98,59
4117,Male ,92,35,90
4118,Female ,83,100,13
4119,Female ,76,106,85
4120,Female ,25,16,33
4121,Male ,85,138,84
4122,Male ,24,21,16
4123,Female ,22,52,26
4124,Female ,32,91,5
4125,Female ,68,30,82
4126,Male ,74,40,8
4127,Male ,59,80,90
4128,Male ,20,52,30
4129,Female ,21,110,62
